Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
18.26,0,18.252, 2021/07/20 18:25:54.260 PM,1310840754,239154.26,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.79,0.52,0.67,0,0,0,-10.029,0.789,0.441
18.268,0,18.26, 2021/07/20 18:25:54.268 PM,1310840754,239154.268,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.38,1.15,0.47,0,0,0,-10.049,0.149,0.19
18.28,0,18.272, 2021/07/20 18:25:54.280 PM,1310840754,239154.28,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.23,0.12,0,0,0,0,-9.775,-0.596,0.303
18.288,0,18.28, 2021/07/20 18:25:54.288 PM,1310840754,239154.288,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.33,0.71,0.59,0,0,0,-9.351,0.139,0.518
18.3,0,18.292, 2021/07/20 18:25:54.300 PM,1310840754,239154.3,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.52,0.57,0.28,0,0,0,-10.159,0.397,0.328
18.308,0,18.3, 2021/07/20 18:25:54.308 PM,1310840754,239154.308,37.42928252,-122.1843672,40.32,0,0,0,0.22,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.78,0.12,0.64,0,0,0,-9.737,0.443,0.683
18.32,0,18.312, 2021/07/20 18:25:54.320 PM,1310840754,239154.32,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.37,-0.23,0.76,0,0,0,-10.167,0.236,0.223
18.328,0,18.32, 2021/07/20 18:25:54.328 PM,1310840754,239154.328,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.25,-0.01,0.53,0,0,0,-9.87,-0.028,0.205
18.34,0,18.332, 2021/07/20 18:25:54.340 PM,1310840754,239154.34,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.31,-0.03,0.61,0,0,0,-9.739,-0.255,0.173
18.348,0,18.34, 2021/07/20 18:25:54.348 PM,1310840754,239154.348,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.63,-1.41,0.32,0,0,0,-9.45,0.084,0.209
18.36,0,18.352, 2021/07/20 18:25:54.360 PM,1310840754,239154.36,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.63,-0.17,0.73,0,0,0,-9.576,0.589,0.282
18.368,0,18.36, 2021/07/20 18:25:54.368 PM,1310840754,239154.368,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.07,-0.83,1,0,0,0,-9.657,-0.032,0.47
18.38,0,18.372, 2021/07/20 18:25:54.380 PM,1310840754,239154.38,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.11,-0.52,0.24,0,0,0,-9.236,0.165,0.547
18.388,0,18.38, 2021/07/20 18:25:54.388 PM,1310840754,239154.388,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.96,0.28,-0.37,0,0,0,-9.151,0.364,0.192
18.4,0,18.392, 2021/07/20 18:25:54.400 PM,1310840754,239154.4,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.52,0.39,-1.15,0,0,0,-9.283,-0.092,0.09
18.408,0,18.4, 2021/07/20 18:25:54.408 PM,1310840754,239154.408,37.42928252,-122.1843672,40.32,0,0,0,-0.03,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,0.79,0.53,-1.28,0,0,0,-9.687,0.204,0.483
18.42,0,18.412, 2021/07/20 18:25:54.420 PM,1310840754,239154.42,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.11,0.51,-0.55,0,0,0,-10.129,0.521,0.051
18.428,0,18.42, 2021/07/20 18:25:54.428 PM,1310840754,239154.428,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.42,-0.61,-1.5,0,0,0,-10.367,0.275,0.135
18.44,0,18.432, 2021/07/20 18:25:54.440 PM,1310840754,239154.44,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.25,-0.42,-2.27,0,0,0,-10.426,0.048,0.209
18.448,0,18.44, 2021/07/20 18:25:54.448 PM,1310840754,239154.448,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.34,-0.71,-1.57,0,0,0,-10.19,0.268,0.252
18.46,0,18.452, 2021/07/20 18:25:54.460 PM,1310840754,239154.46,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.49,-1.23,-1.12,0,0,0,-9.823,-0.053,0.188
18.468,0,18.46, 2021/07/20 18:25:54.468 PM,1310840754,239154.468,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.42,-0.65,-0.74,0,0,0,-9.677,0.068,0.217
18.48,0,18.472, 2021/07/20 18:25:54.480 PM,1310840754,239154.48,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.99,-1.33,-1.06,0,0,0,-10.017,-0.091,0.286
18.488,0,18.48, 2021/07/20 18:25:54.488 PM,1310840754,239154.488,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.37,-1.44,-0.46,0,0,0,-10.012,0.109,0.371
18.5,0,18.492, 2021/07/20 18:25:54.500 PM,1310840755,239154.5,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.91,-1.99,-0.34,0,0,0,-9.506,-0.245,0.389
18.508,0,18.5, 2021/07/20 18:25:54.508 PM,1310840755,239154.508,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.14,-1.65,-0.72,0,0,0,-9.69,0.105,0.392
18.52,0,18.512, 2021/07/20 18:25:54.520 PM,1310840755,239154.52,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.37,-1.88,-0.45,0,0,0,-9.222,-0.41,0.5
18.528,0,18.52, 2021/07/20 18:25:54.528 PM,1310840755,239154.528,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.94,-1.3,-0.75,0,0,0,-9.916,-0.155,0.685
18.54,0,18.532, 2021/07/20 18:25:54.540 PM,1310840755,239154.54,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,1.91,-1.1,-0.64,0,0,0,-9.762,-0.193,0.548
18.548,0,18.54, 2021/07/20 18:25:54.548 PM,1310840755,239154.548,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.05,-0.69,-1.33,0,0,0,-9.869,-0.335,0.588
18.56,0,18.552, 2021/07/20 18:25:54.560 PM,1310840755,239154.56,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,2.94,-0.05,-1.34,0,0,0,-9.959,0.257,0.411
18.568,0,18.56, 2021/07/20 18:25:54.568 PM,1310840755,239154.568,37.42928252,-122.1843672,40.32,0,0,0,0.4,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.21,-0.3,-1.28,0,0,0,-10.339,-0.074,0.461
18.58,0,18.572, 2021/07/20 18:25:54.580 PM,1310840755,239154.58,37.4293116,-122.1843645,40.725,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.02,-0.01,-0.68,0,0,0,-9.606,-0.389,0.158
18.588,0,18.58, 2021/07/20 18:25:54.588 PM,1310840755,239154.588,37.4293116,-122.1843645,40.725,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.47,0.08,0.1,0,0,0,-9.587,-0.458,0.317
18.6,0,18.592, 2021/07/20 18:25:54.600 PM,1310840755,239154.6,37.4293116,-122.1843645,40.725,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.13,0.24,0.83,0,0,0,-9.948,-0.072,0.554
18.608,0,18.6, 2021/07/20 18:25:54.608 PM,1310840755,239154.608,37.4293116,-122.1843645,40.725,0,0,0,0.13,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.22,1.1,1.2,0,0,0,-9.77,0.508,0.203
18.62,0,18.612, 2021/07/20 18:25:54.620 PM,1310840755,239154.62,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.68,0.15,0.42,0,0,0,-10.134,0.208,0.269
18.628,0,18.62, 2021/07/20 18:25:54.628 PM,1310840755,239154.628,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.8,-0.09,0.41,0,0,0,-10.056,-0.129,0.348
18.64,0,18.632, 2021/07/20 18:25:54.640 PM,1310840755,239154.64,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.72,0.07,1.32,0,0,0,-10.056,-0.205,-0.003
18.648,0,18.64, 2021/07/20 18:25:54.648 PM,1310840755,239154.648,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.44,-0.37,0.04,0,0,0,-9.746,0.216,0.348
18.66,0,18.652, 2021/07/20 18:25:54.660 PM,1310840755,239154.66,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.26,0.3,0.51,0,0,0,-10.099,0.77,-0.098
18.668,0,18.66, 2021/07/20 18:25:54.668 PM,1310840755,239154.668,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.33,0.12,0.84,0,0,0,-9.953,0.087,0.372
18.68,0,18.672, 2021/07/20 18:25:54.680 PM,1310840755,239154.68,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.64,0.34,0.87,0,0,0,-9.774,0.02,0.511
18.688,0,18.68, 2021/07/20 18:25:54.688 PM,1310840755,239154.688,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.91,-0.72,1.79,0,0,0,-9.499,0.625,-0.046
18.7,0,18.692, 2021/07/20 18:25:54.700 PM,1310840755,239154.7,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.48,-0.37,2.09,0,0,0,-9.406,-0.038,0.228
18.708,0,18.7, 2021/07/20 18:25:54.708 PM,1310840755,239154.708,37.4293116,-122.1843645,40.725,0,0,0,0.52,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.57,-0.15,1.18,0,0,0,-9.504,1.388,0.335
18.72,0,18.712, 2021/07/20 18:25:54.720 PM,1310840755,239154.72,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.18,-0.66,-0.62,0,0,0,-9.46,1.266,0.056
18.728,0,18.72, 2021/07/20 18:25:54.728 PM,1310840755,239154.728,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.92,-0.36,-0.3,0,0,0,-9.698,0.015,0.632
18.74,0,18.732, 2021/07/20 18:25:54.740 PM,1310840755,239154.74,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.16,-0.06,-0.82,0,0,0,-9.593,0.749,0.01
18.748,0,18.74, 2021/07/20 18:25:54.748 PM,1310840755,239154.748,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.35,-0.39,-1.03,0,0,0,-9.594,0.707,0.336
18.76,0,18.752, 2021/07/20 18:25:54.760 PM,1310840755,239154.76,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.8,-0.76,-0.45,0,0,0,-9.3,0.749,0.57
18.768,0,18.76, 2021/07/20 18:25:54.768 PM,1310840755,239154.768,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.83,-1.27,0.51,0,0,0,-9.178,0.523,0.276
18.78,0,18.772, 2021/07/20 18:25:54.780 PM,1310840755,239154.78,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.24,-1.12,1.06,0,0,0,-9.752,0.632,0.254
18.788,0,18.78, 2021/07/20 18:25:54.788 PM,1310840755,239154.788,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.32,-1.08,0.45,0,0,0,-9.371,-0.098,0.564
18.8,0,18.792, 2021/07/20 18:25:54.800 PM,1310840755,239154.8,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.93,-1.12,0.03,0,0,0,-9.558,0.492,0.215
18.808,0,18.8, 2021/07/20 18:25:54.808 PM,1310840755,239154.808,37.4293116,-122.1843645,40.725,0,0,0,0.06,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.74,-1.34,0.16,0,0,0,-9.666,0.585,0.491
18.82,0,18.812, 2021/07/20 18:25:54.820 PM,1310840755,239154.82,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.09,-1.09,0.8,0,0,0,-9.312,0.524,0.395
18.828,0,18.82, 2021/07/20 18:25:54.828 PM,1310840755,239154.828,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.91,-0.58,0.81,0,0,0,-9.626,0.069,0.249
18.84,0,18.832, 2021/07/20 18:25:54.840 PM,1310840755,239154.84,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.12,-1.27,-0.36,0,0,0,-9.658,-0.34,0.597
18.848,0,18.84, 2021/07/20 18:25:54.848 PM,1310840755,239154.848,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.25,-0.51,-0.6,0,0,0,-9.355,0.794,-0.129
18.86,0,18.852, 2021/07/20 18:25:54.860 PM,1310840755,239154.86,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.26,-0.99,-1.44,0,0,0,-9.955,1.984,0.44
18.868,0,18.86, 2021/07/20 18:25:54.868 PM,1310840755,239154.868,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.69,-1.19,-1.43,0,0,0,-10.491,0.148,0.355
18.88,0,18.872, 2021/07/20 18:25:54.880 PM,1310840755,239154.88,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.54,-0.52,-1.42,0,0,0,-9.549,-0.247,0.174
18.888,0,18.88, 2021/07/20 18:25:54.888 PM,1310840755,239154.888,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.58,-0.97,-1.06,0,0,0,-9.565,-0.014,0.211
18.9,0,18.892, 2021/07/20 18:25:54.900 PM,1310840755,239154.9,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.54,-0.21,0.24,0,0,0,-10.046,1.243,-0.077
18.908,0,18.9, 2021/07/20 18:25:54.908 PM,1310840755,239154.908,37.4293116,-122.1843645,40.725,0,0,0,0.01,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.82,-0.18,0.92,0,0,0,-9.69,0.72,0.084
18.92,0,18.912, 2021/07/20 18:25:54.920 PM,1310840755,239154.92,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.91,-0.58,-0.26,0,0,0,-10.046,0.408,0.112
18.928,0,18.92, 2021/07/20 18:25:54.928 PM,1310840755,239154.928,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.71,-0.97,0.43,0,0,0,-10.016,0.722,0.636
18.94,0,18.932, 2021/07/20 18:25:54.940 PM,1310840755,239154.94,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.86,0.03,-1.71,0,0,0,-9.742,0.139,0.158
18.948,0,18.94, 2021/07/20 18:25:54.948 PM,1310840755,239154.948,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.87,-0.19,-1.23,0,0,0,-9.816,0.669,0.357
18.96,0,18.952, 2021/07/20 18:25:54.960 PM,1310840755,239154.96,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.36,0.05,-0.91,0,0,0,-10.047,0.588,0.498
18.968,0,18.96, 2021/07/20 18:25:54.968 PM,1310840755,239154.968,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.4,0.41,-1.65,0,0,0,-10.164,0.825,0.38
18.98,0,18.972, 2021/07/20 18:25:54.980 PM,1310840755,239154.98,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.83,1.25,-1.9,0,0,0,-9.957,0.163,0.331
18.988,0,18.98, 2021/07/20 18:25:54.988 PM,1310840755,239154.988,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.97,0.18,-1.49,0,0,0,-10.032,0.425,0.532
19,0,18.992, 2021/07/20 18:25:55.000 PM,1310840755,239155,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.9,0.46,-1.18,0,0,0,-9.937,0.134,0.068
19.008,0,19, 2021/07/20 18:25:55.008 PM,1310840755,239155.008,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.07,0.94,-1.16,0,0,0,-10.03,0.743,0.367
19.02,0,19.012, 2021/07/20 18:25:55.020 PM,1310840755,239155.02,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.26,0.39,-1.27,0,0,0,-10.48,0.231,0.305
19.028,0,19.02, 2021/07/20 18:25:55.028 PM,1310840755,239155.028,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.19,-0.46,-1.13,0,0,0,-10.265,0.399,0.129
19.04,0,19.032, 2021/07/20 18:25:55.040 PM,1310840755,239155.04,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.85,0.02,-0.6,0,0,0,-9.831,0.234,0.516
19.048,0,19.04, 2021/07/20 18:25:55.048 PM,1310840755,239155.048,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.84,-0.91,0.01,0,0,0,-9.937,0.099,-0.186
19.06,0,19.052, 2021/07/20 18:25:55.060 PM,1310840755,239155.06,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.29,-0.21,-0.25,0,0,0,-9.372,0.249,0.413
19.068,0,19.06, 2021/07/20 18:25:55.068 PM,1310840755,239155.068,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.1,-0.34,-0.22,0,0,0,-9.651,0.161,-0.159
19.08,0,19.072, 2021/07/20 18:25:55.080 PM,1310840755,239155.08,37.4293116,-122.1843645,40.725,0,0,0,-0.04,0,8, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.98,-0.57,0.6,0,0,0,-9.356,0.821,0.135
19.088,0,19.08, 2021/07/20 18:25:55.088 PM,1310840755,239155.088,37.42934012,-122.1843609,41.785,0,0,0,-0.04,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,3.99,-1.72,-0.22,0,0,0,-9.734,0.007,0.261
19.1,0,19.092, 2021/07/20 18:25:55.100 PM,1310840755,239155.1,37.42934012,-122.1843609,41.785,0,0,0,0.35,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.64,-1.42,-0.01,0,0,0,-9.352,0.436,0.526
19.108,0,19.1, 2021/07/20 18:25:55.108 PM,1310840755,239155.108,37.42934012,-122.1843609,41.785,0,0,0,0.35,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,5.05,-1.26,-0.12,0,0,0,-9.808,0.381,0.153
19.12,0,19.112, 2021/07/20 18:25:55.120 PM,1310840755,239155.12,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.44,-1.68,-0.12,0,0,0,-9.199,0.265,0.642
19.128,0,19.12, 2021/07/20 18:25:55.128 PM,1310840755,239155.128,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.95,-1.19,0.22,0,0,0,-9.643,0.22,0.597
19.14,0,19.132, 2021/07/20 18:25:55.140 PM,1310840755,239155.14,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.16,-0.62,1.18,0,0,0,-9.886,0.5,0.311
19.148,0,19.14, 2021/07/20 18:25:55.148 PM,1310840755,239155.148,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,5.1,0.07,0.62,0,0,0,-9.963,-0.359,0.911
19.16,0,19.152, 2021/07/20 18:25:55.160 PM,1310840755,239155.16,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.59,-0.75,0.62,0,0,0,-10.274,1.025,0.222
19.168,0,19.16, 2021/07/20 18:25:55.168 PM,1310840755,239155.168,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,5.29,-0.47,-0.14,0,0,0,-10.562,0.331,0.542
19.18,0,19.172, 2021/07/20 18:25:55.180 PM,1310840755,239155.18,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.61,-0.27,-1.3,0,0,0,-9.869,0.667,0.533
19.188,0,19.18, 2021/07/20 18:25:55.188 PM,1310840755,239155.188,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.94,-0.45,-1.22,0,0,0,-9.437,0.783,0.268
19.2,0,19.192, 2021/07/20 18:25:55.200 PM,1310840755,239155.2,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.74,0.23,-0.03,0,0,0,-9.809,1.237,0.239
19.208,0,19.2, 2021/07/20 18:25:55.208 PM,1310840755,239155.208,37.42934012,-122.1843609,41.785,0,0,0,0.24,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.48,0.51,-0.43,0,0,0,-9.597,0.263,0.393
19.22,0,19.212, 2021/07/20 18:25:55.220 PM,1310840755,239155.22,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.8,0.16,-0.23,0,0,0,-9.933,0.087,0.356
19.228,0,19.22, 2021/07/20 18:25:55.228 PM,1310840755,239155.228,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.37,1.29,-0.76,0,0,0,-9.694,1.543,0.116
19.24,0,19.232, 2021/07/20 18:25:55.240 PM,1310840755,239155.24,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.57,1.24,-0.66,0,0,0,-9.621,0.793,-0.219
19.248,0,19.24, 2021/07/20 18:25:55.248 PM,1310840755,239155.248,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.51,0.1,-0.83,0,0,0,-9.208,0.293,0.357
19.26,0,19.252, 2021/07/20 18:25:55.260 PM,1310840755,239155.26,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.4,1.47,-0.92,0,0,0,-9.838,0.167,0.164
19.268,0,19.26, 2021/07/20 18:25:55.268 PM,1310840755,239155.268,37.42934012,-122.1843609,41.785,0,0,0,0.09,0,9, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,4.49,1.73,-0.29,0,0,0,-9.604,1.207,0.617
