%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1626822647394897565,8473,1626822647394718715,gps_base,0,1,37.4275053,-122.18386059999999,10.979000000000001,22.8484,0.0,0.0,0.0,22.8484,0.0,0.0,0.0,111.36580900000001,2
1626822647650607359,8474,1626822647650456542,gps_base,0,1,37.4275139,-122.18385549999999,11.31,21.242881,0.0,0.0,0.0,21.242881,0.0,0.0,0.0,100.020001,2
1626822647888180652,8475,1626822647888046034,gps_base,0,1,37.4275217,-122.18385049999999,11.495000000000001,19.963024,0.0,0.0,0.0,19.963024,0.0,0.0,0.0,91.06884899999999,2
1626822648131081715,8476,1626822648130924265,gps_base,0,1,37.4275265,-122.1838454,11.527000000000001,19.131876,0.0,0.0,0.0,19.131876,0.0,0.0,0.0,85.803169,2
1626822648387712947,8477,1626822648387605326,gps_base,0,1,37.4275301,-122.1838415,11.316,18.421263999999997,0.0,0.0,0.0,18.421263999999997,0.0,0.0,0.0,80.227849,2
1626822648638910294,8478,1626822648638739180,gps_base,0,1,37.4275348,-122.18383709999999,11.211,17.715680999999996,0.0,0.0,0.0,17.715680999999996,0.0,0.0,0.0,75.35976099999999,2
1626822648935490313,8479,1626822648935171472,gps_base,0,1,37.4275381,-122.1838355,10.813,17.164448999999998,0.0,0.0,0.0,17.164448999999998,0.0,0.0,0.0,72.06312100000001,2
1626822649136996551,8480,1626822649136845804,gps_base,0,1,37.427544,-122.1838315,10.684000000000001,16.5649,0.0,0.0,0.0,16.5649,0.0,0.0,0.0,69.538921,2
1626822649385281652,8481,1626822649385137684,gps_base,0,1,37.4275503,-122.1838267,10.577,15.729156000000001,0.0,0.0,0.0,15.729156000000001,0.0,0.0,0.0,67.272804,2
1626822649643930722,8482,1626822649643781954,gps_base,0,1,37.427557199999995,-122.183821,10.448,14.8996,0.0,0.0,0.0,14.8996,0.0,0.0,0.0,65.17332900000001,2
1626822649885112618,8483,1626822649884980957,gps_base,0,1,37.4275652,-122.1838143,10.377,14.085009000000001,0.0,0.0,0.0,14.085009000000001,0.0,0.0,0.0,63.107136,2
1626822650177002515,8484,1626822650176876354,gps_base,0,1,37.4275684,-122.1838121,9.994,13.417568999999999,0.0,0.0,0.0,13.417568999999999,0.0,0.0,0.0,61.183684,2
1626822650442525348,8485,1626822650442339885,gps_base,0,1,37.4275717,-122.1838104,9.466000000000001,12.759184000000001,0.0,0.0,0.0,12.759184000000001,0.0,0.0,0.0,58.967041,2
1626822650728629275,8486,1626822650728535340,gps_base,0,1,37.4275725,-122.1838082,9.143,12.285025,0.0,0.0,0.0,12.285025,0.0,0.0,0.0,57.365476,2
1626822650940502001,8487,1626822650940337101,gps_base,0,1,37.427583399999996,-122.1837996,8.938,11.553201,0.0,0.0,0.0,11.553201,0.0,0.0,0.0,54.908100000000005,2
1626822651249405280,8488,1626822651249135829,gps_base,0,1,37.427586399999996,-122.1837965,8.853,11.082241000000002,0.0,0.0,0.0,11.082241000000002,0.0,0.0,0.0,53.304601000000005,2
